season,race_name,numero_quali,Alexander Albon,Antonio Giovinazzi,Carlos Sainz,Charles Leclerc,Daniel Ricciardo,Esteban Ocon,Fernando Alonso,George Russell,Guanyu Zhou,Kevin Magnussen,Kimi Räikkönen,Lance Stroll,Lando Norris,Lewis Hamilton,Liam Lawson,Logan Sargeant,Max Verstappen,Mick Schumacher,Nicholas Latifi,Nico Hülkenberg,Nikita Mazepin,Nyck de Vries,Oscar Piastri,Pierre Gasly,Robert Kubica,Sebastian Vettel,Sergio Pérez,Valtteri Bottas,Yuki Tsunoda
2022,Austrian Grand Prix,2,66230.0,,65576.0,65287.0,0.0,65993.0,66082.0,65697.0,0.0,65894.0,,0.0,85847.0,65475.0,,,65374.0,66151.0,0.0,,,,,66160.0,,0.0,66458.0,66319.0,66851.0
2022,Austrian Grand Prix,3,0.0,,65066.0,65013.0,0.0,65726.0,66103.0,65431.0,0.0,65879.0,,0.0,0.0,73151.0,,,64984.0,66011.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0
2022,Azerbaijan Grand Prix,1,104719.0,,102957.0,102865.0,104437.0,103903.0,104083.0,103754.0,103777.0,104643.0,,105371.0,104237.0,103939.0,,,102722.0,105775.0,105367.0,,,,,103268.0,,103279.0,102733.0,104478.0,103595.0
2022,Azerbaijan Grand Prix,2,0.0,,102088.0,102046.0,103574.0,103585.0,103360.0,103281.0,103790.0,0.0,,0.0,103398.0,103182.0,,,102227.0,0.0,0.0,,,,,103129.0,,103268.0,101955.0,104444.0,103376.0
2022,Azerbaijan Grand Prix,3,0.0,,101814.0,101359.0,0.0,0.0,103173.0,102712.0,0.0,0.0,,0.0,0.0,102924.0,,,101706.0,0.0,0.0,,,,,102845.0,,103091.0,101641.0,0.0,103056.0
2022,Bahrain Grand Prix,1,92726.0,,91567.0,91471.0,92945.0,92041.0,92346.0,92269.0,92493.0,91955.0,,93032.0,92239.0,92285.0,,,91785.0,92380.0,93634.0,92777.0,,,,92096.0,,,92311.0,91919.0,92750.0
2022,Bahrain Grand Prix,2,92664.0,,90787.0,90932.0,0.0,91782.0,91621.0,91252.0,93543.0,91461.0,,0.0,92008.0,91048.0,,,90757.0,91998.0,0.0,0.0,,,,91635.0,,,91008.0,91717.0,0.0
2022,Bahrain Grand Prix,3,0.0,,90687.0,90558.0,0.0,0.0,92195.0,92216.0,0.0,91808.0,,0.0,0.0,91238.0,,,90681.0,0.0,0.0,0.0,,,,92338.0,,,90921.0,91560.0,0.0
2022,Belgian Grand Prix,1,105672.0,,105050.0,105572.0,106212.0,106039.0,106075.0,105650.0,106178.0,106557.0,,106256.0,105745.0,105736.0,,,104581.0,106342.0,106401.0,,,,,106183.0,,106344.0,105377.0,107866.0,106692.0
2022,Belgian Grand Prix,2,105675.0,,105418.0,104551.0,105767.0,105475.0,105552.0,105461.0,106085.0,0.0,,106611.0,105603.0,105420.0,,,104723.0,107718.0,0.0,,,,,105827.0,,0.0,104794.0,0.0,0.0
